img_id,dataset
0333445_as-0073210.jpg,train
0250208_as-0019599.jpg,train
0029652_as-0060130.jpg,train
0295489_sc-154555.jpg,train
0021810_as-0000986.jpg,train
0061485_as-0040854.jpg,train
0178131_as-3516447.jpg,train
0131534_as-0052651.jpg,train
0431740_as-0089154.jpg,train
0264331_as-0020813.jpg,train
0016758_as-0075005.jpg,train
0222861_as-0037651.jpg,train
0622680_sc-1032278.jpg,train
0499801_as-0066446.jpg,train
0236397_as-0015433.jpg,train
0014938_sc-106479.jpg,val
0542820_as-0067258.jpg,train
0532095_as-0040333.jpg,train
0172052_sc-1035372.jpg,val
0055192_as-0028928.jpg,train
0137697_as-3011960.jpg,train
0229744_sc-119137.jpg,val
0047655_sc-1037932.jpg,train
0262116_sc-177154.jpg,train
0271584_sc-1017470.jpg,train
0207022_as-0011654.jpg,test
0579794_as-0088038.jpg,test
0607643_sc-196415.jpg,test
0617143_as-2792401.jpg,val
0402868_as-0071564.jpg,train
0313827_sc-1030721.jpg,train
0482043_as-0065807.jpg,train
0236076_as-0015313.jpg,train
0402138_as-2987160.jpg,train
0341395_as-0076027.jpg,train
0159759_as-0064176.jpg,val
0104591_sc-1038175.jpg,train
0050464_as-2852695.jpg,val
0189851_sc-157314.jpg,train
0270247_as-0040483.jpg,test
0516704_sc-1020225.jpg,train
0095442_as-2632046.jpg,train
0318602_as-0014448.jpg,val
0355509_sc-188379.jpg,val
0171584_as-0015894.jpg,train
0119101_as-0002837.jpg,val
0144702_as-0042865.jpg,test
0311388_as-2556056.jpg,train
0478952_sc-167266.jpg,train
0344129_as-0007374.jpg,train
0050915_as-0062519.jpg,val
0620921_as-0076464.jpg,train
0469609_as-0077853.jpg,train
0096009_sc-215720.jpg,test
0207993_as-3246078.jpg,train
0476142_as-0010479.jpg,train
0434599_as-0010488.jpg,train
0105493_as-0018504.jpg,train
0597514_as-3142975.jpg,train
0270432_as-0050065.jpg,train
0541476_sc-188593.jpg,train
0373139_sc-168751.jpg,val
0520512_sc-183763.jpg,train
0102750_sc-173182.jpg,val
0302146_as-0060957.jpg,train
0578984_sc-223379.jpg,train
0003267_as-0076596.jpg,train
0485402_sc-139175.jpg,train
0078094_as-0048783.jpg,train
0359169_sc-1020186.jpg,train
0542055_as-0092667.jpg,train
0162869_as-0033923.jpg,train
0377815_as-0080864.jpg,val
0511257_sc-1020653.jpg,train
0120033_as-0027797.jpg,train
0408730_as-0027836.jpg,train
0124033_sc-1017503.jpg,train
0214736_as-0073157.jpg,train
0575064_sc-1031992.jpg,train
0193035_sc-148270.jpg,test
0321391_as-0064260.jpg,train
0302297_as-0009027.jpg,train
0341464_sc-176485.jpg,train
0457681_as-0072800.jpg,train
0254881_as-0039234.jpg,val
0401050_sc-158878.jpg,test
0497737_sc-1003263.jpg,train
0574023_sc-1035858.jpg,train
0231096_as-0085849.jpg,test
0411267_as-3494849.jpg,val
0448865_as-0005299.jpg,train
0523105_as-0061371.jpg,test
0494634_as-3306958.jpg,train
0006613_as-0035324.jpg,train
0329880_as-2806036.jpg,train
0263879_sc-167735.jpg,train
0187466_as-0086531.jpg,train
0172117_as-0006367.jpg,train
0114158_as-2576572.jpg,train
0052863_as-3191937.jpg,train
0542953_as-0001135.jpg,val
0176813_as-0038054.jpg,train
0581720_as-0073541.jpg,val
0556656_as-0027197.jpg,train
0374825_as-0023199.jpg,train
0398055_as-0074992.jpg,train
0014887_as-0058031.jpg,test
0230080_as-0082488.jpg,train
0341603_sc-170744.jpg,train
0146387_as-0092727.jpg,train
0209033_as-2693303.jpg,train
0286315_as-0078836.jpg,train
0018864_sc-162652.jpg,test
0115261_as-0041050.jpg,train
0455794_as-0063529.jpg,train
0133105_as-2606809.jpg,val
0302906_as-0027929.jpg,test
0546472_as-0017530.jpg,train
0319759_as-0088994.jpg,train
0292520_as-0041915.jpg,test
0068714_sc-166405.jpg,train
0627761_as-0064710.jpg,train
0611055_as-0055096.jpg,train
0070620_as-0031268.jpg,train
0497981_as-0083752.jpg,train
0482923_as-2570906.jpg,train
0009482_sc-143796.jpg,train
0063805_sc-1039753.jpg,train
0431024_as-0001837.jpg,train
0615545_as-0027112.jpg,train
0246787_as-0018586.jpg,val
0610024_sc-198785.jpg,train
0278356_as-0079351.jpg,train
0304462_as-0081106.jpg,train
0313728_as-0045225.jpg,train
0334715_sc-130050.jpg,train
0108287_as-0077797.jpg,train
0179709_as-2981416.jpg,train
0111231_sc-155848.jpg,train
0280045_sc-140797.jpg,test
0071874_sc-104635.jpg,train
0529691_sc-120447.jpg,train
0384906_as-0002655.jpg,val
0473925_sc-133976.jpg,train
0008834_sc-136801.jpg,test
0260756_as-0062861.jpg,train
0264327_as-0020813.jpg,train
0152115_as-0062255.jpg,train
0224957_sc-192840.jpg,train
0206307_sc-1031416.jpg,train
0124756_as-0028338.jpg,train
0383568_as-0040090.jpg,train
0100819_as-3247234.jpg,train
0065193_sc-109189.jpg,train
0434784_as-3053268.jpg,train
0437493_as-3134920.jpg,train
0305978_sc-133832.jpg,train
0043400_sc-1018718.jpg,train
0367822_as-0002516.jpg,train
0613876_as-0070626.jpg,train
0248897_as-2963721.jpg,train
0384111_sc-125938.jpg,train
0386366_sc-119235.jpg,train
0350887_as-3011350.jpg,val
0469556_sc-195602.jpg,train
0424682_as-0089971.jpg,train
0144003_as-0091223.jpg,train
0114700_sc-112628.jpg,train
0596856_as-0096313.jpg,train
0434513_as-2792719.jpg,train
0053616_sc-1001503.jpg,val
0061659_sc-1006898.jpg,train
0555877_as-0059745.jpg,train
0437796_as-0083692.jpg,train
0613220_sc-121958.jpg,train
0451385_sc-1020459.jpg,test
0212096_sc-1020923.jpg,train
0165522_as-0047655.jpg,train
0520056_as-0020199.jpg,train
0066229_as-0064065.jpg,train
0461732_as-0058939.jpg,train
0414041_sc-176624.jpg,train
0271167_as-0088297.jpg,val
0306091_sc-1028499.jpg,train
0361054_as-0073750.jpg,train
0548232_as-0074198.jpg,train
0073738_as-0097664.jpg,train
0309651_as-0086241.jpg,val
0383514_as-0085578.jpg,train
0495892_sc-178752.jpg,test
0485206_sc-185799.jpg,val
0183888_as-0073372.jpg,val
0603176_as-0029336.jpg,test
0471967_sc-1024369.jpg,train
0190262_as-0027932.jpg,train
0120857_as-0084850.jpg,train
0075518_as-0032734.jpg,train
0092145_sc-1035256.jpg,train
0200591_as-0018355.jpg,train
0147077_sc-153735.jpg,val
0111960_sc-169881.jpg,train
0416232_as-0040241.jpg,train
0399475_as-0077069.jpg,train
0530950_as-3258070.jpg,train
0453903_as-0008636.jpg,test
0436022_as-0050339.jpg,train
0600858_as-0002722.jpg,val
0592828_as-3200331.jpg,train
0011343_as-2525677.jpg,train
0030045_as-0061188.jpg,train
0403153_as-0080809.jpg,test
0609125_sc-175711.jpg,train
0013466_sc-161058.jpg,train
0161079_as-2650073.jpg,train
0071395_sc-136221.jpg,val
0088779_as-0006609.jpg,val
0248152_as-0079200.jpg,train
0308074_sc-206587.jpg,train
0629285_sc-1009847.jpg,train
0038724_as-3404375.jpg,val
0367747_as-2515235.jpg,val
0382738_as-0064921.jpg,val
0547345_sc-114992.jpg,train
0075392_as-0072486.jpg,train
0521508_as-0030048.jpg,train
0262696_sc-207860.jpg,train
0331274_as-0070099.jpg,train
0175707_sc-119411.jpg,train
0443145_as-0041851.jpg,train
0088745_as-0028913.jpg,train
0186308_as-0091904.jpg,train
0275062_as-0053903.jpg,train
0500843_as-3439106.jpg,test
0280004_as-2529455.jpg,train
0448984_sc-154126.jpg,train
0459326_sc-160267.jpg,train
0223213_as-0096631.jpg,train
0185237_sc-1035156.jpg,train
0403299_as-0030636.jpg,val
0263141_sc-1016656.jpg,train
0130321_as-0065550.jpg,train
0066683_sc-1014748.jpg,train
0209335_sc-1025629.jpg,train
0320184_as-0063750.jpg,train
0611429_as-0017564.jpg,train
0077929_as-0001046.jpg,train
0572161_as-0023124.jpg,train
0022437_as-0071227.jpg,val
0473196_as-0021692.jpg,train
0481102_as-0092146.jpg,train
0310454_as-0003024.jpg,val
0462610_as-0082056.jpg,val
0194102_as-2697758.jpg,train
0538282_as-2529267.jpg,train
0172534_as-0073348.jpg,train
0092875_as-0065743.jpg,train
0403690_sc-141864.jpg,train
0632183_as-0041835.jpg,train
0367631_as-0009568.jpg,train
0242657_sc-128401.jpg,train
0327432_as-0081329.jpg,train
0430142_as-3349048.jpg,val
0240406_as-0080235.jpg,val
0199522_sc-195311.jpg,train
0068823_as-0069873.jpg,train
0252170_sc-114063.jpg,train
0231159_sc-164418.jpg,val
0412573_as-0081477.jpg,val
0374675_sc-146433.jpg,train
0093458_sc-1034953.jpg,train
0250771_as-0035454.jpg,train
0373871_as-0092912.jpg,train
0070221_as-0062796.jpg,train
0185373_sc-128330.jpg,train
0522456_as-0063981.jpg,train
0021130_as-3167896.jpg,train
0280136_sc-1037880.jpg,val
0119382_sc-1023581.jpg,train
0192025_sc-193116.jpg,train
0111957_sc-1009624.jpg,test
0520210_sc-1015394.jpg,train
0138209_as-0076167.jpg,train
0163652_as-0039805.jpg,train
0098717_as-0016867.jpg,train
0064680_sc-133818.jpg,train
0597271_as-0053115.jpg,val
0425977_sc-1021212.jpg,train
0286953_sc-147879.jpg,test
0254124_sc-137567.jpg,test
0625664_as-2875013.jpg,train
0599238_sc-135108.jpg,train
0459044_as-0059081.jpg,train
0066732_sc-221806.jpg,test
0529706_as-0087463.jpg,val
0071327_sc-195198.jpg,test
0518241_as-0041115.jpg,val
0441354_as-2520854.jpg,train
0574074_as-0061066.jpg,train
0413879_as-0069670.jpg,val
0054677_as-3036880.jpg,train
0266697_as-0013165.jpg,train
0223463_as-0009463.jpg,train
0268310_as-0038667.jpg,train
0023272_as-0012370.jpg,train
0007511_as-0076307.jpg,train
0360651_sc-206153.jpg,train
0603225_sc-197345.jpg,train
0479557_as-0068448.jpg,val
0465119_sc-152339.jpg,train
0200560_as-0076598.jpg,train
0191961_sc-157841.jpg,train
0260888_sc-148577.jpg,train
0004655_as-0094485.jpg,train
0104749_sc-142377.jpg,train
0011824_as-0066702.jpg,val
0518005_as-0063374.jpg,train
0392359_as-0005202.jpg,train
0567613_sc-178817.jpg,train
0107385_sc-215934.jpg,test
0039562_as-0052368.jpg,train
0564390_as-0075387.jpg,train
0358575_as-0062034.jpg,train
0062193_sc-194354.jpg,train
0210313_as-0041222.jpg,test
0091443_sc-137835.jpg,train
0481333_as-0036443.jpg,val
0215203_sc-1039859.jpg,train
0040595_as-0001294.jpg,train
0292244_sc-148062.jpg,train
0182634_as-0000267.jpg,train
0486271_sc-1041186.jpg,train
0591356_as-0067315.jpg,train
0220839_sc-162627.jpg,val
0372765_as-0018468.jpg,train
0340224_sc-110059.jpg,train
0267701_as-0019526.jpg,val
0552643_as-2963768.jpg,train
0571150_sc-130191.jpg,train
0445742_as-0047869.jpg,train
0390412_as-0018932.jpg,val
0321643_sc-194049.jpg,train
0542543_as-0080092.jpg,train
0255191_as-0062269.jpg,train
0378875_as-0040171.jpg,val
0546813_as-3544706.jpg,train
0567206_sc-120520.jpg,train
0127275_as-3109811.jpg,train
0139196_sc-182012.jpg,val
0405827_sc-125079.jpg,train
0164139_sc-1009806.jpg,train
0178691_sc-158721.jpg,train
0333073_sc-164209.jpg,train
0213624_as-3375188.jpg,train
0134231_as-0037395.jpg,val
0182201_sc-1040455.jpg,train
0235825_as-0041989.jpg,train
0128814_sc-1036244.jpg,train
0051968_sc-159997.jpg,train
0317878_sc-1022702.jpg,val
0312949_as-3438194.jpg,train
0327489_as-0005809.jpg,val
0376681_as-0092856.jpg,train
0534396_as-0086471.jpg,train
0463488_sc-176848.jpg,train
0241919_sc-143004.jpg,val
0266781_as-0006809.jpg,train
0265127_as-3162778.jpg,train
0535951_sc-157453.jpg,train
0079979_sc-204688.jpg,train
0315905_sc-152201.jpg,train
0368917_as-0006731.jpg,train
0269997_sc-222433.jpg,train
0467040_sc-111575.jpg,train
0586709_as-0014917.jpg,test
0286095_sc-1034754.jpg,train
0137617_as-0081744.jpg,val
0574011_sc-198662.jpg,train
0352238_sc-198638.jpg,val
0356149_as-0082710.jpg,val
0324093_as-3063814.jpg,train
0385336_as-0085711.jpg,val
0120744_as-0054251.jpg,train
0216498_as-0081960.jpg,val
0550190_sc-154821.jpg,train
0099809_as-0025189.jpg,train
0207290_as-2735718.jpg,train
0216588_sc-154604.jpg,train
0055300_as-0074233.jpg,val
0612400_as-0081528.jpg,train
0006173_as-0078034.jpg,train
0216322_sc-1023499.jpg,train
0238224_as-0048224.jpg,train
0354332_as-3438007.jpg,train
0231061_as-3222630.jpg,test
0400617_sc-119108.jpg,train
0248689_as-0015086.jpg,train
0070299_as-0034903.jpg,train
0343968_as-0084179.jpg,train
0058935_sc-196546.jpg,train
0366814_as-0039390.jpg,train
0256206_sc-1026052.jpg,train
0369785_as-0015514.jpg,train
0522522_as-0037685.jpg,train
0399154_as-3193786.jpg,train
0509185_sc-1041762.jpg,train
0368985_as-2946998.jpg,test
0603518_as-0071178.jpg,train
0492589_as-0064534.jpg,val
0120705_as-0000632.jpg,test
0225278_as-0041527.jpg,test
0127585_as-0078701.jpg,train
0572963_as-0062060.jpg,train
0375093_as-0017772.jpg,train
0425618_as-0082674.jpg,val
0016853_as-0075562.jpg,val
0509626_sc-140410.jpg,train
0519720_as-2662379.jpg,train
0282495_as-2689819.jpg,train
0113344_as-3002222.jpg,val
0356135_sc-169336.jpg,train
0040596_sc-1016739.jpg,train
0548723_sc-1037093.jpg,train
0150221_sc-161598.jpg,train
0381098_as-0054817.jpg,train
0618819_sc-121345.jpg,test
0139265_as-0085155.jpg,train
0122819_as-0076955.jpg,train
0616118_sc-210090.jpg,train
0296253_as-3266883.jpg,train
0352919_sc-124087.jpg,train
0172144_as-0050052.jpg,val
0558048_sc-128409.jpg,val
0484034_as-0082625.jpg,train
0544491_as-0027852.jpg,train
0219608_sc-199316.jpg,train
0368607_sc-107512.jpg,train
0150788_sc-110148.jpg,train
0463992_as-0078964.jpg,train
0386831_sc-1039793.jpg,val
0275638_as-3258274.jpg,train
0030819_as-0016962.jpg,val
0326233_as-0085187.jpg,train
0457483_as-0060560.jpg,train
0412241_sc-106898.jpg,train
0339823_as-0045363.jpg,train
0427468_sc-177150.jpg,train
0168644_as-0001585.jpg,train
0163493_as-0021994.jpg,train
0227776_as-2845165.jpg,train
0612191_as-0039739.jpg,train
0560772_sc-120282.jpg,train
0527961_sc-1026645.jpg,train
0168547_sc-1004436.jpg,train
0160188_sc-1038807.jpg,train
0115246_sc-197402.jpg,train
0314970_as-2578990.jpg,val
0329419_as-0038068.jpg,train
0125143_as-0007169.jpg,train
0155882_as-3398124.jpg,train
0243478_as-3364119.jpg,train
0331038_sc-209378.jpg,train
0218704_sc-1029738.jpg,train
0100189_as-0018331.jpg,train
0349627_as-0092615.jpg,test
0455227_as-0004346.jpg,train
0142628_as-0081947.jpg,train
0350917_sc-132337.jpg,train
0383210_as-0038643.jpg,train
0287388_as-0090772.jpg,test
0392760_sc-157422.jpg,train
0275232_sc-1032895.jpg,train
0500653_as-0013730.jpg,train
0235830_as-0015174.jpg,test
0502997_as-0021770.jpg,train
0221518_sc-148886.jpg,train
0292230_as-0063317.jpg,train
0280081_sc-116747.jpg,train
0516305_as-0034248.jpg,train
0223404_sc-1004197.jpg,train
0320132_as-0045502.jpg,train
0590916_sc-1038985.jpg,train
0208656_sc-192819.jpg,train
0058494_sc-194588.jpg,test
0228102_as-0012579.jpg,train
0210689_as-3294246.jpg,train
0040495_sc-1024357.jpg,train
0180277_sc-103737.jpg,val
0513511_sc-195527.jpg,train
0266814_sc-1030294.jpg,train
0422344_as-3462433.jpg,val
0100353_sc-116064.jpg,train
0173551_as-3155764.jpg,train
0261282_sc-1006067.jpg,val
0301385_sc-157211.jpg,train
0211779_as-0058916.jpg,train
0228380_sc-1022620.jpg,train
0012394_as-3384557.jpg,train
0358954_as-2923188.jpg,train
0185368_as-0064365.jpg,train
0394848_sc-1034991.jpg,train
0024863_sc-1024161.jpg,train
0232954_sc-143546.jpg,test
0587965_as-2909702.jpg,train
0023927_as-0082808.jpg,train
0105755_sc-1012391.jpg,train
0338379_sc-137434.jpg,train
0224219_as-0002307.jpg,train
0330586_as-2691593.jpg,train
0271901_as-0068589.jpg,train
0499500_sc-1041113.jpg,train
0210064_as-0009076.jpg,train
0470495_as-0084287.jpg,train
0006393_as-0061148.jpg,train
0513059_as-2510105.jpg,train
0622404_as-3178918.jpg,train
0300324_sc-195009.jpg,test
0420315_as-0031976.jpg,train
0389486_sc-117994.jpg,test
0029224_as-0058520.jpg,train
0214301_sc-168191.jpg,train
0248192_sc-150532.jpg,train
0484895_as-0087963.jpg,train
0506836_as-3556453.jpg,train
0566164_as-0038788.jpg,train
0351738_sc-128904.jpg,train
0327275_as-0046265.jpg,train
0119559_sc-1011804.jpg,train
0211216_as-0062107.jpg,test
0255149_as-2929090.jpg,train
0180711_sc-113977.jpg,train
0020017_as-0047857.jpg,train
0135902_as-0047648.jpg,train
0221543_as-0042062.jpg,train
0158345_as-0078536.jpg,train
0601282_sc-105740.jpg,train
0450098_sc-198364.jpg,train
0298095_sc-135113.jpg,val
0539632_as-0016849.jpg,train
0430045_as-0041594.jpg,train
0133986_as-0083976.jpg,val
0079813_as-0050060.jpg,train
0055828_sc-187879.jpg,train
0503646_as-0084114.jpg,train
0555326_as-0019170.jpg,train
0125272_as-3427953.jpg,train
0068174_sc-196332.jpg,train
0106811_as-3364797.jpg,train
0535018_as-0006093.jpg,train
0592319_as-0027462.jpg,train
0162047_as-2515268.jpg,train
0328444_sc-1031845.jpg,val
0465813_sc-177036.jpg,val
0055037_as-0002464.jpg,train
0236302_sc-208686.jpg,train
0354831_as-0065747.jpg,val
0390554_as-3343444.jpg,train
0182298_as-3237633.jpg,train
0044694_as-0053589.jpg,train
0001864_sc-1025135.jpg,val
0299087_sc-168138.jpg,train
0575072_as-0039239.jpg,train
0360752_as-0064053.jpg,train
0300781_as-0000801.jpg,train
0011348_as-0058530.jpg,train
0531721_as-0055376.jpg,train
0542330_as-0082649.jpg,test
0250551_sc-135922.jpg,train
0593474_as-0072781.jpg,train
0109076_as-0060542.jpg,train
0502310_as-0040821.jpg,train
0628829_sc-135678.jpg,train
0139994_sc-1030432.jpg,train
0210167_as-0088026.jpg,train
0538644_sc-125907.jpg,val
0332997_as-0076439.jpg,train
0203430_as-0073730.jpg,test
0503810_as-0036593.jpg,val
0557661_sc-178850.jpg,train
0462536_as-0072736.jpg,train
0240408_as-0080235.jpg,val
0211108_as-0034757.jpg,train
0339789_as-0060902.jpg,train
0175613_sc-124552.jpg,train
0367475_sc-111349.jpg,val
0211702_as-0033786.jpg,train
0360359_sc-158664.jpg,val
0612048_as-0047703.jpg,train
0604663_as-0052459.jpg,val
0310341_as-2585856.jpg,train
0074789_sc-193120.jpg,train
0552231_as-0017990.jpg,train
0566945_as-2593634.jpg,train
0398141_sc-171109.jpg,train
0541120_as-0006312.jpg,test
0614287_as-0073517.jpg,train
0019250_sc-123403.jpg,val
0463332_as-3435169.jpg,train
0589811_sc-191013.jpg,train
0340572_as-0041841.jpg,train
0506808_as-2598711.jpg,train
0058719_as-0074331.jpg,test
0140307_as-2754862.jpg,train
0610333_as-0081392.jpg,train
0489777_as-3294819.jpg,train
0497440_as-0007521.jpg,train
0130903_sc-1017385.jpg,train
0612918_sc-137732.jpg,train
0382761_as-0018121.jpg,train
0079854_sc-177550.jpg,train
0477911_sc-195053.jpg,train
0108488_sc-165101.jpg,val
0527050_as-0040371.jpg,train
0247451_as-3191803.jpg,train
0413884_as-0009465.jpg,train
0306608_as-0057926.jpg,train
0138486_sc-183458.jpg,train
0035909_sc-1028479.jpg,train
0123852_as-0079100.jpg,val
0349129_sc-185929.jpg,train
0395213_as-2826893.jpg,test
0266384_as-3426765.jpg,train
0084253_sc-1021767.jpg,train
0030787_as-0067809.jpg,test
0476741_sc-1021581.jpg,val
0274269_sc-219595.jpg,test
0522196_as-2590426.jpg,train
0433144_sc-156834.jpg,val
0535257_sc-148437.jpg,train
0437292_as-0079164.jpg,train
0140042_as-2541084.jpg,train
0149950_sc-1026366.jpg,train
0628634_sc-125377.jpg,train
0424424_as-0063382.jpg,train
0597477_as-3089933.jpg,test
0195342_as-0083883.jpg,train
0334299_as-0068122.jpg,train
0566090_as-0049619.jpg,train
0235559_as-0022101.jpg,train
0492148_as-0078282.jpg,train
0335495_as-0027710.jpg,train
0532943_as-0056192.jpg,train
0182638_as-2879029.jpg,test
0374030_as-0017562.jpg,train
0042080_as-0047810.jpg,train
0371846_as-0020668.jpg,val
0410989_sc-132469.jpg,train
0510225_sc-1022129.jpg,train
0227768_as-0034954.jpg,val
0114163_as-0057618.jpg,train
0026866_sc-169714.jpg,train
0178485_as-0091184.jpg,train
0464076_as-0072521.jpg,train
0311734_as-0074349.jpg,train
0412786_sc-177579.jpg,train
0375983_sc-149352.jpg,train
0418661_as-2595490.jpg,test
0209004_as-2540191.jpg,train
0315503_sc-1029553.jpg,val
0565288_sc-207966.jpg,train
0477447_sc-151001.jpg,train
0178088_as-0034452.jpg,test
0010475_as-0039435.jpg,train
0544331_sc-175760.jpg,val
0613975_sc-1003889.jpg,train
0512168_as-0065126.jpg,val
0242844_sc-1002597.jpg,train
0206777_as-0076290.jpg,train
0394327_as-2851478.jpg,train
0167942_as-0059083.jpg,train
0618699_as-0013963.jpg,train
0185641_as-0064819.jpg,train
0238227_as-3093818.jpg,train
0183255_sc-111377.jpg,train
0410216_as-3019157.jpg,train
0628265_as-0046509.jpg,val
0407467_as-0027306.jpg,train
0236966_as-0075708.jpg,train
0278945_sc-130878.jpg,train
0560365_sc-135483.jpg,val
0219454_sc-107547.jpg,train
0081876_sc-164595.jpg,train
0251946_as-0041549.jpg,train
0370833_as-0076049.jpg,train
0399562_sc-161992.jpg,train
0018885_as-0064304.jpg,train
0025094_sc-1002984.jpg,train
0156068_as-0063029.jpg,train
0190570_as-0051560.jpg,train
0435130_sc-1041916.jpg,train
0326381_as-3343803.jpg,train
0236919_sc-183814.jpg,val
0490650_sc-122135.jpg,val
0103540_sc-219645.jpg,train
0172952_as-0059089.jpg,train
0520283_as-0076003.jpg,train
0623036_sc-104187.jpg,train
0534361_as-0041003.jpg,train
0058985_as-0014955.jpg,test
0221645_as-0005796.jpg,train
0597830_as-2724350.jpg,val
0345499_as-0019096.jpg,train
0549220_as-0022288.jpg,train
0118114_as-0071526.jpg,val
0549125_as-3351601.jpg,train
0275868_as-0089339.jpg,train
0511041_sc-207453.jpg,train
0562827_as-2529347.jpg,train
0414465_sc-1037787.jpg,train
0452881_sc-192355.jpg,train
0492846_sc-131213.jpg,train
0122297_as-0054454.jpg,train
0531784_sc-186580.jpg,train
0301201_sc-165706.jpg,train
0319920_as-0072432.jpg,train
0328966_as-0075478.jpg,train
0573580_sc-153981.jpg,train
0295779_as-3193293.jpg,train
0005586_sc-157408.jpg,train
